"seuil","prob_pct"
2.97783502181719,0.418
2.97841507858287,0.417
2.97899513534855,0.416
2.97957519211424,0.416
2.98015524887992,0.413
2.9807353056456,0.412
2.98131536241129,0.411
2.98189541917697,0.411
2.98247547594265,0.411
2.98305553270834,0.409
2.98363558947402,0.409
2.9842156462397,0.407
2.98479570300539,0.407
2.98537575977107,0.407
2.98595581653676,0.407
2.98653587330244,0.407
2.98711593006812,0.404
2.98769598683381,0.403
2.98827604359949,0.402
2.98885610036517,0.4
2.98943615713086,0.398
2.99001621389654,0.397
2.99059627066222,0.397
2.99117632742791,0.396
2.99175638419359,0.396
2.99233644095927,0.394
2.99291649772496,0.393
2.99349655449064,0.393
2.99407661125632,0.392
2.99465666802201,0.391
2.99523672478769,0.391
2.99581678155337,0.391
2.99639683831906,0.391
2.99697689508474,0.391
2.99755695185043,0.39
2.99813700861611,0.39
2.99871706538179,0.39
2.99929712214748,0.389
2.99987717891316,0.386
3.00045723567884,0.386
3.00103729244453,0.386
3.00161734921021,0.385
3.00219740597589,0.383
3.00277746274158,0.382
3.00335751950726,0.382
3.00393757627294,0.381
3.00451763303863,0.381
3.00509768980431,0.381
3.00567774656999,0.381
3.00625780333568,0.38
3.00683786010136,0.378
3.00741791686705,0.378
3.00799797363273,0.378
3.00857803039841,0.378
3.0091580871641,0.377
3.00973814392978,0.376
3.01031820069546,0.376
3.01089825746115,0.375
3.01147831422683,0.375
3.01205837099251,0.375
3.0126384277582,0.375
3.01321848452388,0.375
3.01379854128956,0.372
3.01437859805525,0.372
3.01495865482093,0.372
3.01553871158661,0.372
3.0161187683523,0.372
3.01669882511798,0.372
3.01727888188366,0.372
3.01785893864935,0.372
3.01843899541503,0.372
3.01901905218072,0.371
3.0195991089464,0.371
3.02017916571208,0.369
3.02075922247777,0.369
3.02133927924345,0.367
3.02191933600913,0.365
3.02249939277482,0.365
3.0230794495405,0.365
3.02365950630618,0.365
3.02423956307187,0.365
3.02481961983755,0.364
3.02539967660323,0.362
3.02597973336892,0.36
3.0265597901346,0.36
3.02713984690028,0.359
3.02771990366597,0.359
3.02829996043165,0.358
3.02888001719734,0.357
3.02946007396302,0.357
3.0300401307287,0.357
3.03062018749439,0.355
3.03120024426007,0.353
3.03178030102575,0.352
3.03236035779144,0.352
3.03294041455712,0.352
3.0335204713228,0.35
3.03410052808849,0.35
3.03468058485417,0.35
3.03526064161985,0.348
3.03584069838554,0.348
3.03642075515122,0.346
3.0370008119169,0.345
3.03758086868259,0.343
3.03816092544827,0.343
3.03874098221395,0.343
3.03932103897964,0.341
3.03990109574532,0.339
3.04048115251101,0.339
3.04106120927669,0.338
3.04164126604237,0.337
3.04222132280806,0.334
3.04280137957374,0.333
3.04338143633942,0.333
3.04396149310511,0.333
3.04454154987079,0.332
3.04512160663647,0.33
3.04570166340216,0.33
3.04628172016784,0.33
3.04686177693352,0.328
3.04744183369921,0.326
3.04802189046489,0.326
3.04860194723057,0.326
3.04918200399626,0.325
3.04976206076194,0.325
3.05034211752763,0.325
3.05092217429331,0.324
3.05150223105899,0.323
3.05208228782468,0.323
3.05266234459036,0.323
3.05324240135604,0.322
3.05382245812173,0.322
3.05440251488741,0.322
3.05498257165309,0.321
3.05556262841878,0.317
3.05614268518446,0.317
3.05672274195014,0.316
3.05730279871583,0.316
3.05788285548151,0.315
3.05846291224719,0.315
3.05904296901288,0.315
3.05962302577856,0.313
3.06020308254424,0.313
3.06078313930993,0.313
3.06136319607561,0.313
3.0619432528413,0.312
3.06252330960698,0.312
3.06310336637266,0.311
3.06368342313835,0.31
3.06426347990403,0.31
3.06484353666971,0.309
3.0654235934354,0.309
3.06600365020108,0.309
3.06658370696676,0.308
3.06716376373245,0.308
3.06774382049813,0.308
3.06832387726381,0.306
3.0689039340295,0.306
3.06948399079518,0.305
3.07006404756086,0.305
3.07064410432655,0.305
3.07122416109223,0.304
3.07180421785792,0.303
3.0723842746236,0.301
3.07296433138928,0.301
3.07354438815497,0.3
3.07412444492065,0.299
3.07470450168633,0.299
3.07528455845202,0.299
3.0758646152177,0.299
3.07644467198338,0.299
3.07702472874907,0.299
3.07760478551475,0.298
3.07818484228043,0.298
3.07876489904612,0.297
3.0793449558118,0.297
3.07992501257748,0.295
3.08050506934317,0.293
3.08108512610885,0.292
3.08166518287453,0.291
3.08224523964022,0.29
3.0828252964059,0.29
3.08340535317159,0.289
3.08398540993727,0.289
3.08456546670295,0.289
3.08514552346864,0.289
3.08572558023432,0.288
3.086305637,0.287
3.08688569376569,0.286
3.08746575053137,0.285
